client_user_id,paid_at,Recency,Frequency,Monetary,category_Desain Grafis & Branding,category_Gaya Hidup,category_Konsultasi,category_Pemasaran & Periklanan,category_Penulisan & Penerjemahan,category_Unknown,"category_Video, Fotografi & Audio",category_Web & Pemrograman,Cluster
Li*****ri,2024-07-16 15:40:00,138,1,303300,1,0,0,0,0,0,0,0,1
Li****24,2024-05-10 05:23:00,206,1,1516803,1,0,0,0,0,0,0,0,1
Li****ei,2024-07-20 18:54:00,134,1,101100,1,0,0,0,0,0,0,0,1
Li****n_,2024-04-24 18:15:00,221,1,101992,0,0,1,0,0,0,0,0,2
Ln*******li,2024-07-25 14:24:00,129,2,578638,0,0,0,1,0,0,0,0,0
Lu*********cy,2024-11-12 07:30:00,19,1,303300,0,0,0,0,0,0,1,0,2
Lu********an,2024-10-18 15:31:00,44,1,303303,1,0,0,0,0,0,0,0,1
Lu********ya,2024-09-25 07:00:00,68,1,100097,0,0,0,1,0,0,0,0,0
Lu*******93,2024-09-27 14:44:00,65,4,603567,0,0,0,1,0,0,0,0,0
Lu****HH,2024-01-08 13:46:00,328,2,1786327,1,0,0,0,0,0,0,0,1
Lu****aa,2024-05-31 11:44:00,184,1,100565,0,0,0,1,0,0,0,0,0
Lu****na,2024-09-26 19:09:00,66,1,100089,0,0,0,1,0,0,0,0,0
Ly****07,2024-06-07 23:18:00,177,1,100600,0,0,0,1,0,0,0,0,0
M.********AH,2024-05-14 12:17:00,201,1,101212,0,0,0,1,0,0,0,0,0
MR**********AN,2024-10-20 01:37:00,43,1,2022086,0,0,0,1,0,0,0,0,0
MR*****AI,2024-10-09 11:57:00,53,1,160749,0,0,0,1,0,0,0,0,0
Ma********an,2024-04-21 13:58:00,224,1,100220,0,0,0,1,0,0,0,0,0
Ma********en,2024-10-08 20:04:00,54,1,202200,0,0,0,1,0,0,0,0,0
Ma*******ar,2024-10-18 09:37:00,44,2,227532,1,0,0,0,0,0,0,0,1
Ma*******ul,2024-07-03 14:36:00,151,2,253317,0,0,0,0,0,0,1,0,2
Ma*******ya,2024-09-26 01:13:00,67,1,758308,1,0,0,0,0,0,0,0,1
Ma******23,2024-10-08 09:06:00,54,1,303370,1,0,0,0,0,0,0,0,1
Ma******58,2024-09-23 17:09:00,69,1,100104,0,0,0,1,0,0,0,0,0
Ma*****23,2024-10-03 11:56:00,59,3,707370,1,0,0,1,0,0,0,0,0
Ma*****34,2024-10-10 19:56:00,52,1,100119,0,0,0,1,0,0,0,0,0
Ma****11,2024-11-15 07:45:00,16,1,100145,0,0,0,0,1,0,0,0,2
Ma****oh,2024-08-03 12:16:00,120,2,1232409,0,0,0,1,0,0,0,0,0
Ma****pu,2024-10-11 08:54:00,51,3,301278,0,0,0,1,0,0,0,0,0
Ma****zy,2024-11-14 15:28:00,17,1,100105,0,0,0,1,0,0,0,0,0
Me******ni,2024-08-26 10:11:00,97,1,100089,0,0,0,1,0,0,0,0,0
Me******pa,2024-09-13 07:00:00,80,2,303343,1,0,0,0,0,0,0,0,1
Me*****aa,2024-06-13 20:13:00,171,1,100472,0,0,0,1,0,0,0,0,0
Me*****et,2024-09-09 07:00:00,84,2,200237,0,0,0,1,0,0,0,0,0
Mf*****14,2024-11-12 19:48:00,19,2,226464,0,0,0,1,0,0,0,0,0
Mh******ri,2024-08-13 07:00:00,111,2,200227,0,0,0,1,0,0,0,0,0
Mi********ar,2024-09-18 18:22:00,74,1,100089,0,0,0,1,0,0,0,0,0
Mi*******8M,2024-09-07 14:51:00,85,2,200215,0,0,0,1,0,0,0,0,0
Mi******23,2024-09-24 09:17:00,68,4,1758478,0,0,0,1,0,0,0,0,0
Mi******al,2024-11-03 22:33:00,28,1,100089,0,0,0,1,0,0,0,0,0
Mi*****to,2024-05-21 08:44:00,194,1,100572,0,0,0,1,0,0,0,0,0
Mi****11,2024-11-07 12:01:00,24,1,100103,0,0,0,1,0,0,0,0,0
Mo*********fi,2024-10-22 09:09:00,40,3,1263823,0,0,0,0,0,1,0,1,3
Mo*******90,2024-05-19 14:47:00,196,2,424918,1,0,0,0,0,0,0,0,1
Mo*******ii,2024-04-18 10:55:00,227,1,100433,0,0,0,1,0,0,0,0,0
Mo*****85,2024-05-21 08:12:00,194,3,302973,1,0,0,0,0,0,0,0,1
Mo****c.,2024-06-27 09:41:00,157,1,606766,0,0,1,0,0,0,0,0,2
Mr******95,2024-11-30 00:11:00,2,5,756015,0,0,0,1,0,0,0,0,0
Mu**************10,2024-11-21 17:33:00,10,3,556050,0,0,0,0,0,0,0,1,2
Mu***********95,2024-10-27 07:00:00,36,1,100168,0,0,0,1,0,0,0,0,0
Mu***********na,2024-04-02 12:16:00,243,1,101280,0,0,0,1,0,0,0,0,0
Mu*******us,2024-08-18 01:46:00,106,1,353864,1,0,0,0,0,0,0,0,1
NA******VA,2024-07-05 13:33:00,149,1,1415817,0,0,0,0,0,1,0,0,3
Na***********wo,2024-07-11 15:19:00,143,1,100849,0,0,0,1,0,0,0,0,0
Na********in,2024-10-12 21:17:00,50,2,200178,0,0,0,1,0,0,0,0,0
Na*******20,2024-11-11 14:09:00,20,1,192172,0,0,0,1,0,0,0,0,0
Na*******ur,2024-07-15 10:19:00,139,1,100089,0,0,0,1,0,0,0,0,0
Na******dy,2023-11-29 14:15:00,368,1,180007,1,0,0,0,0,0,0,0,1
Na******fi,2024-06-12 10:39:00,172,1,162567,0,0,1,0,0,0,0,0,2
Na*****88,2024-08-01 12:13:00,122,1,758250,0,0,0,0,0,1,0,0,3
Na****99,2024-10-29 19:34:00,33,1,100089,0,0,0,1,0,0,0,0,0
Na****ei,2024-10-15 19:07:00,47,1,100130,0,0,0,1,0,0,0,0,0
Na****gi,2024-11-10 13:34:00,21,1,505500,0,0,1,0,0,0,0,0,2
Nd****aa,2024-10-16 10:11:00,46,2,1011000,0,0,0,1,0,0,0,0,0
Nd****nk,2024-08-02 01:04:00,122,2,200178,0,0,0,1,0,0,0,0,0
Nd****st,2024-09-12 12:21:00,80,1,101145,1,0,0,0,0,0,0,0,1
Ne*************ia,2024-11-15 10:15:00,16,1,101100,1,0,0,0,0,0,0,0,1
Ne*******26,2024-06-10 10:36:00,174,1,100544,0,0,0,1,0,0,0,0,0
Ne******ka,2024-09-03 13:59:00,89,2,200178,0,0,0,1,0,0,0,0,0
Ne*****73,2024-08-12 17:50:00,111,3,300267,0,0,0,1,0,0,0,0,0
Ni*********ry,2024-11-28 09:54:00,3,3,301177,0,0,0,1,0,0,0,0,0
Ni********na,2024-08-27 07:00:00,97,2,808824,1,0,0,0,0,0,0,0,1
Ni*******45,2024-07-25 17:21:00,129,3,1376478,1,0,1,0,0,0,0,0,1
Ni******st,2024-10-04 13:42:00,58,2,200214,0,0,0,1,0,0,0,0,0
Ni*****08,2024-10-19 15:26:00,43,4,1171749,0,0,0,1,0,0,0,0,0
Ni****cj,2024-10-02 13:39:00,60,2,302304,1,0,0,0,0,0,0,0,1
No********tt,2024-07-19 20:38:00,135,1,202241,0,0,0,0,1,0,0,0,2
No******03,2024-08-27 13:08:00,96,2,1263858,0,0,0,0,0,1,0,0,3
No******04,2024-09-13 13:18:00,79,3,304330,0,0,0,1,0,0,0,0,0
No*****16,2024-10-30 16:31:00,32,3,301396,0,0,0,1,0,0,0,0,0
No*****24,2024-05-14 12:39:00,201,1,382524,0,0,0,1,0,0,0,0,0
No****08,2024-11-11 17:38:00,20,2,200258,0,0,1,0,0,0,0,0,2
No****23,2024-10-01 06:15:00,62,1,100089,0,0,0,1,0,0,0,0,0
Nu***********14,2024-10-19 13:54:00,43,1,100023,1,0,0,0,0,0,0,0,1
Nu********92,2024-11-12 18:12:00,19,3,303336,0,0,0,1,0,0,0,0,0
Nu********ly,2024-09-16 10:06:00,76,1,100089,0,0,0,1,0,0,0,0,0
Nu*******ep,2024-09-24 07:00:00,69,1,100147,0,0,0,1,0,0,0,0,0
Nu*****65,2024-08-07 13:32:00,116,1,176971,1,0,0,0,0,0,0,0,1
Nu*****91,2024-10-20 20:18:00,42,2,200178,0,0,0,1,0,0,0,0,0
Ny*******xx,2024-05-31 14:48:00,184,1,1011947,0,0,0,0,0,0,1,0,2
Ob****17,2024-10-08 11:23:00,54,2,683436,1,0,0,0,0,0,0,0,1
Od****01,2024-09-20 23:49:00,72,1,1516500,0,0,0,0,0,1,0,0,3
Ok**********an,2024-10-28 11:14:00,34,1,202200,0,0,0,1,0,0,0,0,0
Ol****22,2023-11-27 16:10:00,370,1,522556,0,0,0,0,0,1,0,0,3
Om******ya,2024-08-21 07:00:00,103,1,100130,0,0,0,0,0,0,1,0,2
Om*****23,2024-08-01 11:40:00,122,2,1134992,0,0,0,1,0,0,0,0,0
Or*****li,2024-09-11 08:39:00,81,1,151650,0,0,0,0,0,1,0,0,3
Os****57,2024-07-01 12:18:00,153,1,151794,1,0,0,0,0,0,0,0,1
P9****OT,2024-04-25 16:26:00,220,1,100953,0,0,0,1,0,0,0,0,0
PL****01,2024-06-28 12:14:00,156,1,1583787,1,0,0,0,0,0,0,0,1
PO*******KA,2024-11-01 22:31:00,30,1,100089,0,0,0,1,0,0,0,0,0
PT*EK,2023-12-06 16:53:00,361,1,2577530,1,0,0,0,0,0,0,0,1
Pa******on,2024-11-06 16:33:00,25,1,121417,0,0,0,1,0,0,0,0,0
Pa*****12,2024-07-01 16:38:00,153,1,100481,0,0,0,1,0,0,0,0,0
Pa*****ks,2024-10-03 15:25:00,59,2,1794516,0,0,0,0,0,1,0,0,3
Pa*****ta,2024-07-29 17:26:00,125,1,157716,1,0,0,0,0,0,0,0,1
Pa****15,2024-08-30 07:00:00,94,1,151709,0,0,1,0,0,0,0,0,2
Pe****57,2024-10-16 10:06:00,46,1,100089,0,0,0,1,0,0,0,0,0
Ph*****77,2024-05-07 16:17:00,208,1,1011670,1,0,0,0,0,0,0,0,1
Pi***************ja,2024-07-20 23:51:00,134,1,100152,0,0,0,1,0,0,0,0,0
Pi**********92,2024-11-14 09:18:00,17,1,840101,0,0,0,1,0,0,0,0,0
Pi*******op,2024-11-29 17:43:00,2,2,201279,0,0,0,1,0,0,0,0,0
Pi******ja,2024-06-04 14:22:00,180,1,567732,0,0,0,1,0,0,0,0,0
Po********22,2024-06-18 15:34:00,166,1,100805,0,0,0,1,0,0,0,0,0
Po******46,2024-11-25 17:29:00,6,1,303395,0,0,0,1,0,0,0,0,0
Po*****ne,2024-11-07 14:10:00,24,3,300267,0,0,0,1,0,0,0,0,0
Pr********gi,2024-08-30 07:00:00,94,1,1516540,1,0,0,0,0,0,0,0,1
Pr******08,2024-10-19 19:20:00,43,1,100089,0,0,0,1,0,0,0,0,0
Pr******24,2024-09-30 18:47:00,62,2,201633,1,0,0,1,0,0,0,0,0
Pr******uu,2024-05-28 10:16:00,187,1,100269,0,0,0,1,0,0,0,0,0
Pr****na,2024-08-23 22:55:00,100,1,100089,0,0,0,1,0,0,0,0,0
Pu*******51,2024-10-20 19:04:00,42,1,100125,0,0,0,1,0,0,0,0,0
Pu******g2,2024-11-16 18:18:00,15,1,104093,1,0,0,0,0,0,0,0,1
R.******04,2024-08-29 17:15:00,94,2,503567,0,0,0,1,0,0,0,0,0
RA******DU,2024-07-22 19:30:00,132,1,151685,1,0,0,0,0,0,0,0,1
RK************ta,2024-11-20 18:19:00,11,5,625649,0,0,0,1,0,0,0,0,0
RO*****be,2024-05-25 18:54:00,190,1,101671,0,0,0,0,0,1,0,0,3
Ra************ng,2024-11-20 18:09:00,11,1,303381,1,0,0,0,0,0,0,0,1
Ra***********24,2024-06-10 04:56:00,175,1,100247,0,0,0,1,0,0,0,0,0
Ra*********95,2024-07-13 12:49:00,141,1,454950,1,0,0,0,0,0,0,0,1
Ra*********id,2024-05-30 19:40:00,185,2,201277,0,0,0,1,0,0,0,0,0
Ra********ro,2024-09-15 12:52:00,77,1,192090,0,0,0,1,0,0,0,0,0
Ra*******07,2024-11-22 04:30:00,10,1,1870413,0,0,0,1,0,0,0,0,0
Ra*******ik,2024-02-23 14:36:00,282,1,101556,0,0,0,1,0,0,0,0,0
Ra*******ru,2024-10-09 07:59:00,53,1,101173,0,0,0,1,0,0,0,0,0
Ra******.s,2024-09-19 22:48:00,73,1,100089,0,0,0,1,0,0,0,0,0
Ra******ar,2024-04-29 12:30:00,216,1,2022373,0,0,0,0,0,0,0,1,2
Ra******io,2024-10-05 17:51:00,57,2,200178,0,0,0,1,0,0,0,0,0
Ra******ma,2024-04-23 11:25:00,222,1,506000,0,0,1,0,0,0,0,0,2
Ra******us,2024-09-27 20:52:00,65,1,171940,0,0,0,0,1,0,0,0,2
Ra*****32,2024-06-02 17:53:00,182,2,201405,0,0,0,1,0,0,0,0,0
Ra*****47,2024-10-11 10:25:00,51,1,100176,0,0,0,1,0,0,0,0,0
Ra*****80,2024-10-02 08:33:00,60,1,1870444,0,0,0,1,0,0,0,0,0
Ra****ls,2024-07-12 13:12:00,142,1,1583168,0,0,0,1,0,0,0,0,0
Ra****tJ,2024-10-01 15:24:00,61,1,252750,1,0,0,0,0,0,0,0,1
Re************ky,2024-08-02 18:01:00,121,3,333771,0,0,0,0,0,1,0,0,3
Re*******27,2024-08-28 07:00:00,96,1,525751,0,0,0,1,0,0,0,0,0
Re******69,2024-04-14 06:03:00,232,1,100826,0,0,0,1,0,0,0,0,0
Re******da,2024-10-29 07:00:00,34,11,1103264,0,0,0,1,0,0,0,0,0
Re*****81,2024-09-19 15:20:00,73,1,758250,0,0,0,0,0,1,0,0,3
Re*****88,2024-10-04 14:14:00,58,3,304323,0,0,0,1,0,0,0,0,0
Re****44,2024-06-15 12:11:00,169,2,223630,1,0,0,0,0,0,0,0,1
Rh*********24,2024-11-12 13:29:00,19,2,303435,0,0,1,0,0,0,0,0,2
Rh********es,2024-10-08 11:58:00,54,1,151700,1,0,0,0,0,0,0,0,1
Ri*************is,2024-10-21 14:19:00,41,1,161760,0,0,1,0,0,0,0,0,2
Ri**********32,2024-11-26 16:13:00,5,1,315432,1,0,0,0,0,0,0,0,1
Ri**********ah,2024-03-23 08:49:00,253,1,334068,0,0,0,0,0,1,0,0,3
Ri**********an,2024-10-01 05:34:00,62,1,505500,1,0,0,0,0,0,0,0,1
Ri*********ma,2024-07-25 12:48:00,129,1,100089,0,0,0,1,0,0,0,0,0
Ri*********ra,2024-10-14 14:13:00,48,1,151681,0,0,0,0,0,0,1,0,2
Ri********ta,2024-08-27 10:04:00,96,1,104093,0,0,0,1,0,0,0,0,0
Ri*******ip,2024-08-02 17:30:00,121,1,100089,0,0,0,1,0,0,0,0,0
Ri*******sa,2024-10-02 09:13:00,60,1,946296,0,0,0,1,0,0,0,0,0
Ri******19,2024-11-05 16:11:00,26,1,151650,0,0,0,0,1,0,0,0,2
Ri******a5,2024-09-16 09:51:00,76,1,100171,0,0,0,1,0,0,0,0,0
Ri******ha,2024-09-23 17:16:00,69,2,2171247,0,0,0,0,0,1,0,0,3
Ri******ie,2024-06-18 16:18:00,166,1,100953,0,0,0,1,0,0,0,0,0
Ri*****10,2024-09-11 07:00:00,82,1,100158,0,0,0,1,0,0,0,0,0
Ri*****17,2024-11-29 17:37:00,2,2,200178,0,0,0,1,0,0,0,0,0
Ri*****da,2024-02-28 13:10:00,277,1,51280,0,0,0,0,0,1,0,0,3
Ri*****ga,2024-10-03 20:15:00,59,2,303393,1,0,0,0,0,0,0,0,1
Ri*****if,2024-06-11 06:05:00,174,1,101484,0,0,0,0,0,0,1,0,2
Ri*****ka,2024-04-25 14:13:00,220,1,859503,1,0,0,0,0,0,0,0,1
Ri****13,2024-05-02 13:08:00,213,1,253434,1,0,0,0,0,0,0,0,1
Ri****io,2024-08-23 13:38:00,100,1,151650,1,0,0,0,0,0,0,0,1
Ri****ir,2024-10-26 01:12:00,37,3,1617600,0,0,0,0,0,1,0,0,3
Ri****rs,2024-11-18 17:07:00,13,2,2022000,1,0,0,0,0,0,0,0,1
Ro***********ah,2024-10-10 08:53:00,52,1,657188,0,0,0,1,0,0,0,0,0
Ro***********to,2024-09-25 08:19:00,67,1,100093,0,0,0,1,0,0,0,0,0
Ro**********ra,2024-06-06 16:24:00,178,1,526660,1,0,0,0,0,0,0,0,1
Ro********in,2024-08-28 22:54:00,95,3,300483,0,0,0,1,0,0,0,0,0
Ro*****19,2024-08-10 12:50:00,113,1,176925,1,0,0,0,0,0,0,0,1
Ro*****ar,2024-08-31 20:25:00,92,1,100089,0,0,0,1,0,0,0,0,0
Ro*****ri,2024-03-18 17:02:00,258,1,1011931,0,0,0,0,0,1,0,0,3
Ro****01,2024-10-30 21:52:00,32,1,100089,0,0,0,1,0,0,0,0,0
Ro****78,2024-10-15 15:39:00,47,2,226464,0,0,0,1,0,0,0,0,0
Ro****eh,2024-11-06 23:05:00,25,2,323530,0,0,0,1,0,0,0,0,0
Ro****ni,2024-08-15 11:42:00,108,1,202200,0,0,0,1,0,0,0,0,0
Ro****wm,2024-09-04 16:36:00,88,1,100089,0,0,0,1,0,0,0,0,0
Ru****aa,2024-07-03 13:40:00,151,2,253898,0,0,0,0,0,0,1,0,2
Ry********no,2024-03-14 08:51:00,262,1,2326096,0,0,0,0,0,1,0,0,3
Ry*******ya,2024-11-13 22:48:00,18,3,300089,1,0,0,0,0,0,0,0,1
Ry****te,2024-10-02 12:30:00,60,2,200178,0,0,0,1,0,0,0,0,0
SC****33,2023-11-18 10:48:00,379,1,543713,0,0,0,0,0,1,0,0,3
SE*******13,2024-08-29 09:07:00,94,1,100153,0,0,0,1,0,0,0,0,0
SK*****87,2023-10-08 20:55:00,420,1,422380,1,0,0,0,0,0,0,0,1
SN******ID,2024-09-02 15:38:00,90,1,104093,0,0,0,0,1,0,0,0,2
Sa****************ge,2024-07-18 13:43:00,136,1,100125,0,0,0,1,0,0,0,0,0
Sa***********oR,2024-09-25 10:19:00,67,3,909997,1,0,0,0,0,0,0,0,1
Sa*********65,2024-05-04 16:22:00,211,1,100831,0,0,0,1,0,0,0,0,0
Sa*********an,2024-05-17 19:13:00,198,2,607587,1,0,0,0,0,0,1,0,1
Sa********na,2024-05-30 07:20:00,185,1,484216,0,0,0,1,0,0,0,0,0
Sa********ns,2024-11-04 14:04:00,27,4,400403,0,0,0,1,0,0,0,0,0
Sa*******22,2024-07-25 14:42:00,129,1,104093,0,0,0,1,0,0,0,0,0
Sa*******ss,2023-12-23 14:48:00,344,1,167585,1,0,0,0,0,0,0,0,1
Sa******TS,2024-11-28 14:21:00,3,3,1668260,1,0,0,0,0,0,0,0,1
Sa******il,2024-07-23 00:54:00,132,1,100091,0,0,0,1,0,0,0,0,0
Sa*****23,2024-11-26 16:10:00,5,1,99014,0,1,0,0,0,0,0,0,2
Sa*****ut,2024-10-24 16:22:00,38,11,2502682,1,0,0,0,0,1,0,0,3
Sa*****wo,2024-11-14 13:33:00,17,2,202226,1,0,0,0,0,0,0,0,1
Sa****.1,2024-08-27 12:43:00,96,1,100187,0,0,0,1,0,0,0,0,0
Sa****23,2024-04-26 09:32:00,219,1,1123801,0,0,0,0,0,1,0,0,3
Sa****ah,2024-06-20 11:34:00,164,1,100384,0,0,0,1,0,0,0,0,0
Sa****ot,2024-06-25 13:43:00,159,2,203099,0,0,0,0,1,0,0,0,2
Sa****ra,2024-09-11 14:56:00,81,1,100089,0,0,0,1,0,0,0,0,0
Sa****sa,2024-08-19 07:00:00,105,1,151689,1,0,0,0,0,0,0,0,1
Se**********oe,2024-08-16 18:19:00,107,1,101153,0,0,0,0,1,0,0,0,2
Se********yo,2024-05-06 11:09:00,209,1,808028,0,0,0,1,0,0,0,0,0
Se****12,2024-11-20 18:08:00,11,2,202289,0,0,0,1,0,0,0,0,0
Sh******00,2024-09-13 12:13:00,79,1,232530,0,0,0,0,0,1,0,0,3
Sh******31,2024-10-01 16:07:00,61,4,869539,1,0,0,0,0,0,0,0,1
Sh****fy,2024-10-04 21:53:00,58,1,202272,0,0,0,1,0,0,0,0,0
Si*********ng,2024-07-25 20:08:00,129,2,202318,0,0,0,1,0,0,0,0,0
Si********17,2024-11-20 01:03:00,12,1,353850,0,0,0,0,0,1,0,0,3
Si********ir,2024-09-02 06:02:00,91,1,252778,0,0,0,0,1,0,0,0,2
Si********na,2024-09-08 15:11:00,84,1,100089,0,0,0,1,0,0,0,0,0
Si*******el,2024-11-15 12:35:00,16,1,338692,1,0,0,0,0,0,0,0,1
Si******as,2024-05-10 11:29:00,205,1,101022,0,0,0,1,0,0,0,0,0
Si*****21,2024-10-14 14:04:00,48,12,1799311,0,0,0,1,0,1,0,1,3
Sm*********kz,2024-06-08 10:36:00,176,1,100989,0,0,0,1,0,0,0,0,0
So******48,2024-09-06 06:20:00,87,1,293190,0,0,0,0,0,0,1,0,2
So*****27,2024-05-03 18:37:00,212,1,151969,1,0,0,0,0,0,0,0,1
So*****vV,2024-07-10 19:51:00,144,2,1519268,0,0,0,1,0,0,0,0,0
So****ar,2024-08-30 13:37:00,93,2,200234,0,0,0,1,0,0,0,0,0
Sp*************ia,2024-08-10 16:50:00,113,2,2274750,1,0,0,0,0,0,0,0,1
Sp*******mm,2024-05-13 12:41:00,202,1,121476,1,0,0,0,0,0,0,0,1
Sr***********as,2024-10-06 09:21:00,56,1,101138,0,0,1,0,0,0,0,0,2
St********rs,2024-10-22 05:53:00,41,2,321533,0,0,0,1,0,0,0,0,0
Su***********up,2024-10-16 20:54:00,46,2,909927,0,0,0,1,0,0,0,0,0
Su********ko,2024-08-29 11:36:00,94,1,100089,0,0,0,0,0,0,1,0,2
Su*******11,2024-08-11 20:20:00,112,1,100089,0,0,0,1,0,0,0,0,0
Su*******95,2024-07-23 15:29:00,131,2,200290,0,0,0,1,0,0,0,0,0
Su*******ic,2024-11-17 10:45:00,14,2,351828,0,0,0,1,0,0,0,0,0
Su*******ra,2024-07-05 18:25:00,149,1,202337,0,0,0,0,1,0,0,0,2
Su******ni,2024-06-08 08:05:00,176,1,100241,0,0,0,0,1,0,0,0,2
Su****69,2024-05-07 14:15:00,208,1,708470,0,0,0,0,0,1,0,0,3
Sy*********or,2024-11-29 17:43:00,2,2,200178,0,0,0,1,0,0,0,0,0
Sy******ee,2024-09-25 07:00:00,68,3,605646,1,0,0,1,0,0,0,0,0
Sy*****00,2024-06-29 16:49:00,155,1,100700,0,0,0,1,0,0,0,0,0
Sy****11,2024-09-20 10:02:00,72,2,200206,0,0,0,1,0,0,0,0,0
TE********IA,2024-09-30 19:50:00,62,1,100089,0,0,0,1,0,0,0,0,0
TU************OH,2024-10-02 20:41:00,60,1,111210,0,0,0,0,1,0,0,0,2
Ta***********to,2024-05-14 11:57:00,201,1,126595,0,0,0,0,0,1,0,0,3
Ta*********di,2024-09-20 16:12:00,72,2,252785,1,0,0,0,0,1,0,0,3
Ta*********ny,2024-11-02 20:42:00,29,1,1011000,0,0,0,0,0,1,0,0,3
Ta*****15,2024-10-30 10:56:00,32,1,100089,0,0,0,1,0,0,0,0,0
Te***************es,2024-11-15 10:15:00,16,3,1112924,0,0,0,0,0,0,0,1,2
Te*********ya,2024-04-21 15:54:00,224,1,100271,0,0,0,1,0,0,0,0,0
Te*****66,2024-07-03 12:25:00,151,1,101062,0,0,0,1,0,0,0,0,0
Te*****an,2024-06-21 17:11:00,163,2,201709,0,0,0,1,0,0,0,0,0
Te****12,2024-06-21 13:00:00,163,1,100821,0,0,0,1,0,0,0,0,0
Te****ki,2024-11-16 05:36:00,16,2,200288,0,0,0,1,0,0,0,0,0
Te****ul,2024-09-12 15:13:00,80,2,505585,0,0,0,1,0,0,0,0,0
Th************re,2024-04-18 11:55:00,227,1,252643,0,0,0,1,0,0,0,0,0
Th********ra,2024-10-16 10:34:00,46,1,171870,1,0,0,0,0,0,0,0,1
Ti***********an,2024-10-10 17:23:00,52,1,201189,0,0,0,1,0,0,0,0,0
Ti********ek,2024-08-28 13:58:00,95,1,100089,0,0,0,0,0,0,1,0,2
Ti******bu,2024-05-19 14:20:00,196,2,668418,0,0,0,1,0,0,0,0,0
Ti*****89,2024-09-18 13:19:00,74,1,100089,0,0,0,1,0,0,0,0,0
Ti****44,2024-08-12 16:56:00,111,2,348801,1,0,0,0,0,0,0,0,1
Ti****88,2024-10-19 07:00:00,44,1,100113,0,0,0,1,0,0,0,0,0
Ti****ks,2024-04-17 13:27:00,228,1,100698,0,0,0,1,0,0,0,0,0
To*********ng,2024-11-05 12:10:00,26,2,251739,1,0,0,0,0,0,0,0,1
To******wn,2023-12-15 21:22:00,352,1,58392,0,0,0,0,0,0,1,0,2
Tr******yo,2024-03-15 10:57:00,261,2,617241,0,0,0,1,0,1,0,0,3
Tu****ts,2024-06-21 14:07:00,163,1,303513,0,0,0,1,0,0,0,0,0
Ty****za,2024-04-02 18:40:00,243,2,911422,0,0,1,0,0,0,0,0,2
Ud******oy,2024-07-19 09:36:00,135,1,100183,0,0,0,1,0,0,0,0,0
Um******30,2024-11-01 20:13:00,30,2,242754,1,0,0,0,0,0,0,0,1
Ut*******ie,2024-09-28 07:00:00,65,1,909965,0,0,0,0,0,1,0,0,3
VI*******AR,2024-10-14 19:51:00,48,2,707861,0,0,0,0,0,1,0,0,3
Va********10,2024-09-20 14:07:00,72,1,419525,0,0,0,1,0,0,0,0,0
Va********25,2024-03-30 18:24:00,246,1,788712,0,0,0,0,0,1,0,0,3
Va*******ne,2024-11-19 02:56:00,13,1,100089,0,0,0,1,0,0,0,0,0
Va*****an,2024-05-10 16:50:00,205,2,227897,0,0,0,1,0,0,0,0,0
Ve****08,2024-11-11 20:50:00,20,1,100118,0,0,0,1,0,0,0,0,0
Vh******aa,2024-07-15 13:10:00,139,1,100089,0,0,0,1,0,0,0,0,0
Vi***********31,2024-10-10 21:10:00,52,1,100135,0,0,0,1,0,0,0,0,0
Vi*****in,2024-11-10 07:00:00,22,1,100149,0,0,0,1,0,0,0,0,0
Vi*****ws,2024-03-12 20:37:00,264,1,100385,0,0,0,1,0,0,0,0,0
Vi****02,2024-05-07 17:31:00,208,1,1264324,0,0,0,0,0,1,0,0,3
Vi****57,2024-07-22 05:14:00,133,2,200195,0,0,0,1,0,0,0,0,0
Vi****_5,2024-06-03 17:42:00,181,1,100630,0,0,0,1,0,0,0,0,0
Vi****io,2024-09-26 14:47:00,66,1,171870,1,0,0,0,0,0,0,0,1
Vx*****24,2024-07-29 05:15:00,126,1,104093,0,0,0,1,0,0,0,0,0
W_********to,2024-11-04 21:04:00,27,2,201189,0,0,0,1,0,0,0,0,0
Wa*********34,2024-10-17 13:01:00,45,2,200259,0,0,0,1,0,0,0,0,0
Wa*********ne,2024-08-30 07:00:00,94,2,200270,0,0,0,1,0,0,0,0,0
Wa********99,2024-07-03 13:47:00,151,2,253217,0,0,0,0,0,0,1,0,2
Wa*******55,2024-08-18 09:17:00,105,1,1516500,1,0,0,0,0,0,0,0,1
Wa******an,2024-04-19 07:44:00,226,1,100832,0,0,0,1,0,0,0,0,0
Wa******as,2024-10-01 11:27:00,61,1,303300,1,0,0,0,0,0,0,0,1
Wa*****71,2024-08-28 22:29:00,95,2,321655,0,0,0,1,0,0,0,0,0
Wa*****85,2024-11-22 09:52:00,9,3,300462,0,0,0,1,0,0,0,0,0
Wa*****97,2024-09-24 21:44:00,68,3,300267,0,0,0,1,0,0,0,0,0
Wa*****Dh,2024-01-03 20:04:00,333,1,2631811,0,0,0,0,0,1,0,0,3
Wa****17,2024-04-07 23:13:00,238,1,100412,0,0,0,1,0,0,0,0,0
Wi*********an,2024-08-23 12:32:00,100,2,343740,1,0,0,0,0,0,0,0,1
Wi*******12,2024-08-30 06:03:00,94,1,100089,0,0,0,1,0,0,0,0,0
Wi*******28,2024-11-22 15:04:00,9,1,100132,0,0,0,1,0,0,0,0,0
Wi******75,2024-09-25 12:32:00,67,1,100114,0,0,0,1,0,0,0,0,0
