client_user_id,paid_at,Recency,Frequency,Monetary,category_Desain Grafis & Branding,category_Gaya Hidup,category_Konsultasi,category_Pemasaran & Periklanan,category_Penulisan & Penerjemahan,category_Unknown,"category_Video, Fotografi & Audio",category_Web & Pemrograman,Cluster
bo******ll,2024-07-21 03:04:00,134,1,252750,1,0,0,0,0,0,0,0,1
bo****01,2024-06-23 10:29:00,161,1,100802,0,0,0,1,0,0,0,0,0
bo****zz,2024-09-30 17:12:00,62,1,100089,0,0,0,1,0,0,0,0,0
bp****ra,2024-06-07 09:48:00,177,1,100229,0,0,0,1,0,0,0,0,0
br**************i4,2024-08-08 11:07:00,115,2,201152,0,0,0,1,0,0,0,0,0
br***********ia,2024-11-15 11:19:00,16,1,100000,1,0,0,0,0,0,0,0,1
br********ti,2024-11-15 09:42:00,16,1,2388302,1,0,0,0,0,0,0,0,1
br*******rd,2024-04-08 18:59:00,237,1,1213588,1,0,0,0,0,0,0,0,1
br******04,2023-11-16 19:38:00,381,1,303584,1,0,0,0,0,0,0,0,1
br*****ho,2024-09-28 21:56:00,64,1,232530,0,0,0,0,0,1,0,0,3
br****na,2024-05-04 09:15:00,211,2,278393,0,0,0,0,1,1,0,0,3
br*ck,2024-02-01 17:38:00,304,1,607231,0,0,0,0,0,1,0,0,3
bs*****24,2024-09-30 15:24:00,62,2,200178,0,0,0,1,0,0,0,0,0
bu***********17,2024-07-19 16:43:00,135,1,100089,0,0,0,1,0,0,0,0,0
bu***********an,2024-08-17 13:49:00,106,1,242640,0,0,0,1,0,0,0,0,0
bu*********ss,2024-07-31 15:15:00,123,1,101171,0,0,0,1,0,0,0,0,0
bu*******it,2024-11-02 17:12:00,29,1,181980,1,0,0,0,0,0,0,0,1
bu******01,2023-12-01 10:39:00,366,1,348561,0,0,0,0,0,1,0,0,3
bu******49,2023-10-20 15:16:00,408,1,333165,1,0,0,0,0,0,0,0,1
bu******77,2023-12-21 17:03:00,346,2,332248,1,0,0,0,0,0,0,0,1
bu******93,2024-01-25 15:17:00,311,1,354624,0,0,0,1,0,0,0,0,0
bu******an,2024-09-17 10:56:00,75,1,100121,0,0,0,1,0,0,0,0,0
bu******es,2024-01-03 10:19:00,333,1,76081,1,0,0,0,0,0,0,0,1
bu******un,2024-01-29 11:41:00,307,1,50980,0,0,0,0,0,1,0,0,3
bu****ni,2024-05-30 13:28:00,185,1,100735,0,0,0,1,0,0,0,0,0
bu***mz,2024-07-27 16:43:00,127,2,353850,1,0,0,0,0,0,0,0,1
by**************ce,2024-11-13 17:02:00,18,3,909900,1,0,0,0,0,0,0,0,1
by*****ee,2024-09-28 01:40:00,65,1,100089,0,0,0,1,0,0,0,0,0
by*****id,2024-01-05 16:23:00,331,4,720142,1,0,0,0,0,0,0,0,1
ca**********id,2024-11-08 16:16:00,23,1,232530,1,0,0,0,0,0,0,0,1
ca**********to,2024-09-20 12:13:00,72,1,202200,0,0,0,0,0,0,1,0,2
ca********ge,2024-11-08 14:17:00,23,1,2022064,0,0,0,0,0,0,1,0,2
ca*******an,2024-11-30 07:16:00,1,1,404400,0,0,0,0,0,0,0,1,2
ca*******ni,2024-10-02 10:59:00,60,1,303394,1,0,0,0,0,0,0,0,1
ca*******ta,2024-03-20 21:30:00,256,1,137428,1,0,0,0,0,0,0,0,1
ca******00,2024-02-11 12:25:00,294,2,568586,1,0,0,0,0,0,0,0,1
ca******03,2024-02-16 21:40:00,289,1,167141,1,0,0,0,0,0,0,0,1
ca******07,2024-08-09 07:00:00,115,2,1081852,0,0,0,0,0,1,0,0,3
ca******74,2024-09-27 13:44:00,65,1,252750,1,0,0,0,0,0,0,0,1
ca******76,2024-02-16 23:59:00,289,1,567873,0,0,0,1,0,0,0,0,0
ca*****97,2024-11-14 15:18:00,17,1,100183,0,0,0,1,0,0,0,0,0
ca*****sa,2024-10-07 09:32:00,55,1,99080,0,0,0,0,1,0,0,0,2
ca*****ya,2024-06-20 11:04:00,164,1,475219,0,0,0,1,0,0,0,0,0
ca****ik,2024-05-03 09:24:00,212,3,1287691,1,0,0,0,0,1,0,0,3
cc***************on,2024-09-28 18:27:00,64,1,289146,0,0,0,1,0,0,0,0,0
cc******ca,2024-01-29 05:52:00,308,1,549674,1,0,0,0,0,0,0,0,1
ce**********an,2024-11-11 14:45:00,20,2,2022177,0,0,0,0,0,1,0,0,3
ce******06,2024-01-03 20:07:00,333,6,1646680,0,0,0,0,0,1,0,0,3
ce******31,2024-01-12 13:15:00,324,1,86835,0,0,0,1,0,0,0,0,0
cg*******ra,2024-07-27 21:23:00,127,1,101100,1,0,0,0,0,0,0,0,1
ch***********98,2024-04-20 09:55:00,225,2,1012331,1,0,0,0,0,0,0,0,1
ch**********ke,2024-10-23 14:14:00,39,1,100089,0,0,0,1,0,0,0,0,0
ch*********84,2024-04-17 16:35:00,228,1,151884,0,0,0,0,0,0,0,1,2
ch********97,2024-03-13 16:12:00,263,1,354719,1,0,0,0,0,0,0,0,1
ch********al,2024-10-07 08:54:00,55,1,100089,0,0,0,1,0,0,0,0,0
ch*******rz,2024-07-17 00:29:00,138,1,151654,0,0,0,1,0,0,0,0,0
ch*******un,2024-06-29 21:41:00,155,2,1011791,1,0,0,0,0,0,0,0,1
ch******11,2024-11-02 08:47:00,29,1,303300,1,0,0,0,0,0,0,0,1
ch******14,2023-11-23 15:28:00,374,1,177707,1,0,0,0,0,0,0,0,1
ch******19,2024-06-07 10:25:00,177,1,302702,0,0,0,1,0,0,0,0,0
ch******43,2024-05-17 15:49:00,198,2,200833,1,0,0,0,1,0,0,0,1
ch******97,2023-12-28 17:35:00,339,1,132334,0,0,0,1,0,0,0,0,0
ch******id,2024-11-30 20:49:00,1,4,1759537,1,0,0,1,0,0,0,0,0
ch******na,2024-01-27 21:41:00,309,1,209247,0,0,0,0,0,1,0,0,3
ch*****10,2024-07-22 09:56:00,132,1,151650,0,0,0,1,0,0,0,0,0
ch****ma,2024-10-08 11:05:00,54,2,565733,0,0,0,1,0,0,1,0,0
ch****un,2024-09-22 11:26:00,70,1,100089,0,0,0,1,0,0,0,0,0
ci*************ri,2024-05-31 08:21:00,184,2,846065,0,0,0,1,0,1,0,0,3
ci******sy,2024-11-29 18:46:00,2,1,202200,0,0,0,1,0,0,0,0,0
cl************ia,2024-10-29 15:11:00,33,1,171887,1,0,0,0,0,0,0,0,1
cl**********ha,2024-10-08 06:16:00,55,3,455189,1,0,0,0,0,0,0,0,1
cl**********ii,2024-09-28 12:37:00,64,1,100089,0,0,0,1,0,0,0,0,0
cl*******el,2023-11-13 14:56:00,384,1,365733,0,0,0,0,0,1,0,0,3
cl*****ua,2024-10-29 16:57:00,33,1,151659,0,0,0,0,0,0,1,0,2
cl****la,2024-05-15 15:05:00,200,3,2225710,0,0,0,0,0,1,0,0,3
co*************og,2024-03-22 15:07:00,254,1,505728,1,0,0,0,0,0,0,0,1
co********cc,2024-07-29 07:00:00,126,3,1100374,0,0,0,1,0,0,0,0,0
co******28,2024-11-21 16:30:00,10,3,424564,1,0,0,0,0,0,0,0,1
co******47,2024-01-05 15:01:00,331,1,679582,0,0,0,0,0,1,0,0,3
co******94,2024-02-07 17:41:00,298,1,747453,0,0,0,0,0,1,0,0,3
co******99,2023-11-21 15:36:00,376,2,675019,1,0,0,0,0,1,0,0,3
cr******47,2024-02-01 17:46:00,304,1,20488,0,0,0,0,1,0,0,0,2
cr*****le,2024-06-12 16:44:00,172,2,1281761,0,0,0,0,0,1,0,0,3
cu*******aa,2024-11-28 00:06:00,4,1,2313204,0,0,0,1,0,0,0,0,0
cu******42,2023-11-02 17:33:00,395,1,101860,1,0,0,0,0,0,0,0,1
cu****fi,2023-12-19 10:27:00,348,1,167545,1,0,0,0,0,0,0,0,1
cv******23,2024-02-27 15:31:00,278,1,264707,1,0,0,0,0,0,0,0,1
cy******r5,2024-09-12 07:00:00,81,1,289206,0,0,0,1,0,0,0,0,0
cy*****._,2024-10-30 09:22:00,32,1,101100,0,0,0,0,1,0,0,0,2
cy****ri,2024-05-31 14:50:00,184,2,757928,0,0,0,1,0,0,0,0,0
d7******59,2024-11-20 10:35:00,11,1,101110,0,0,0,0,0,1,0,0,3
da************26,2024-07-03 15:49:00,151,1,100255,0,0,0,1,0,0,0,0,0
da**********it,2024-05-18 15:51:00,197,1,101083,0,0,0,1,0,0,0,0,0
da**********zq,2024-10-03 09:25:00,59,2,200178,0,0,0,1,0,0,0,0,0
da*********ew,2024-09-04 07:57:00,88,1,303300,1,0,0,0,0,0,0,0,1
da********an,2024-07-22 12:24:00,132,2,1517223,1,0,0,0,0,0,0,0,1
da********ku,2024-07-12 17:49:00,142,2,579238,0,0,0,1,0,0,0,0,0
da********ng,2024-06-26 14:51:00,158,1,565445,1,0,0,0,0,0,0,0,1
da*******83,2023-12-15 11:44:00,352,2,793066,1,0,0,0,0,0,0,0,1
da******40,2023-10-12 14:54:00,416,1,264635,1,0,0,0,0,0,0,0,1
da******43,2024-01-16 10:52:00,320,1,25590,1,0,0,0,0,0,0,0,1
da******79,2024-01-30 10:51:00,306,1,20836,0,0,0,1,0,0,0,0,0
da******an,2024-10-08 16:19:00,54,1,504509,0,0,1,0,0,0,0,0,2
da******di,2024-07-24 14:59:00,130,1,100158,0,0,0,0,1,0,0,0,2
da******do,2024-11-07 16:10:00,24,1,1577160,0,0,0,0,1,0,0,0,2
da*****49,2024-06-21 16:11:00,163,1,253148,0,0,0,0,0,1,0,0,3
da****eo,2023-10-24 13:31:00,404,1,1583388,1,0,0,0,0,0,0,0,1
da****ht,2024-07-13 15:19:00,141,3,1465969,1,0,0,0,0,0,0,0,1
da*ji,2023-12-06 10:22:00,361,1,1045185,0,0,0,0,0,1,0,0,3
dd******08,2024-01-04 15:50:00,332,1,177375,1,0,0,0,0,0,0,0,1
de**********ra,2024-11-20 14:11:00,11,1,333000,1,0,0,0,0,0,0,0,1
de**********ya,2024-05-28 14:35:00,187,1,100876,0,0,0,0,1,0,0,0,2
de*********i_,2024-10-03 13:08:00,59,2,1881585,0,0,0,0,0,1,0,0,3
de*********ra,2024-11-24 16:24:00,7,1,1011000,1,0,0,0,0,0,0,0,1
de*********ry,2024-07-04 15:03:00,150,2,674117,0,0,0,1,0,0,0,0,0
de*********to,2024-07-10 16:00:00,144,4,2023510,1,0,0,0,0,0,0,0,1
de********13,2024-06-11 05:46:00,174,1,290053,0,0,0,1,0,0,0,0,0
de********31,2024-07-22 14:41:00,132,1,2022080,1,0,0,0,0,0,0,0,1
de********ia,2024-08-13 11:18:00,110,3,867448,0,0,0,1,0,0,0,0,0
de********ja,2024-10-26 21:01:00,36,3,303300,0,0,0,1,0,0,0,0,0
de*******at,2023-10-04 19:33:00,424,1,179960,1,0,0,0,0,0,0,0,1
de*******di,2024-05-17 15:28:00,198,1,2650235,1,0,0,0,0,0,0,0,1
de*******ia,2024-07-04 13:42:00,150,1,203087,1,0,0,0,0,0,0,0,1
de*******to,2024-05-23 08:55:00,192,1,304279,1,0,0,0,0,0,0,0,1
de******05,2024-11-11 07:00:00,21,2,423703,0,0,0,1,0,0,0,0,0
de******73,2023-11-02 12:23:00,395,1,180134,1,0,0,0,0,0,0,0,1
de******81,2024-01-27 08:41:00,309,1,354400,0,0,0,1,0,0,0,0,0
de******90,2023-12-28 13:52:00,339,1,180210,1,0,0,0,0,0,0,0,1
de******95,2024-05-15 12:59:00,200,2,1650555,1,0,0,0,0,1,0,0,3
de******an,2024-08-08 09:37:00,115,1,101190,1,0,0,0,0,0,0,0,1
de*****23,2024-03-11 00:23:00,266,1,100766,1,0,0,0,0,0,0,0,1
de****75,2023-11-15 13:00:00,382,2,790257,0,0,0,0,0,1,0,0,3
de****aa,2024-01-12 10:31:00,324,1,297205,0,0,0,0,1,0,0,0,2
de****in,2024-11-19 11:11:00,12,1,303300,1,0,0,0,0,0,0,0,1
de****ra,2024-11-25 08:59:00,6,1,454950,0,0,0,0,0,1,0,0,3
de***en,2023-11-09 16:29:00,388,1,104952,0,0,0,0,0,1,0,0,3
dg******84,2023-11-30 14:20:00,367,1,51437,0,0,0,0,0,0,0,1,2
dh******26,2023-10-20 02:35:00,409,1,179521,1,0,0,0,0,0,0,0,1
dh******91,2023-12-02 16:58:00,365,1,203145,0,0,0,0,1,0,0,0,2
dh******ih,2024-09-07 19:59:00,85,1,176925,0,0,0,1,0,0,0,0,0
dh******ya,2024-07-25 20:16:00,129,1,353850,0,0,0,0,1,0,0,0,2
dh****09,2024-08-27 20:36:00,96,1,100089,0,0,0,1,0,0,0,0,0
dh***ka,2024-01-30 15:20:00,306,1,36284,1,0,0,0,0,0,0,0,1
di********************ma,2024-08-26 08:37:00,97,2,2022101,0,0,0,0,0,1,0,0,3
di*************um,2023-11-21 09:31:00,376,1,253454,1,0,0,0,0,0,0,0,1
di**********04,2024-05-21 16:15:00,194,1,1517415,0,0,0,0,0,1,0,0,3
di********cy,2024-05-13 10:40:00,202,1,164718,0,0,0,0,0,1,0,0,3
di********ma,2024-06-03 16:10:00,181,2,390744,0,0,0,1,0,0,0,0,0
di********ni,2024-10-30 02:43:00,33,1,100089,0,0,0,1,0,0,0,0,0
di*******10,2024-11-24 12:15:00,7,1,151650,0,0,1,0,0,0,0,0,2
di*******25,2024-11-14 11:03:00,17,2,910344,1,0,0,0,0,0,0,0,1
di*******48,2023-12-01 12:01:00,366,1,111637,1,0,0,0,0,0,0,0,1
di*******50,2024-03-28 19:43:00,248,1,301195,0,0,0,1,0,0,0,0,0
di*******67,2024-10-16 10:41:00,46,1,1870399,0,0,0,1,0,0,0,0,0
di*******73,2024-01-04 19:55:00,332,5,2401257,0,0,0,0,1,1,0,0,3
di*******88,2024-05-01 15:44:00,214,1,203089,1,0,0,0,0,0,0,0,1
di*******99,2024-09-05 11:29:00,87,1,606600,0,0,0,0,0,1,0,0,3
di*******an,2024-06-05 10:11:00,179,1,161130,0,0,0,1,0,0,0,0,0
di*******to,2024-06-19 15:15:00,165,1,101702,0,0,0,0,1,0,0,0,2
di******43,2024-01-11 10:36:00,325,1,203111,0,0,0,1,0,0,0,0,0
di******50,2023-11-24 14:35:00,373,1,313442,0,0,0,0,0,1,0,0,3
di******70,2024-01-05 00:34:00,332,1,2577865,1,0,0,0,0,0,0,0,1
di******72,2024-10-04 17:45:00,58,1,100107,0,0,0,0,1,0,0,0,2
di******op,2024-05-02 09:23:00,213,1,2427998,0,0,0,1,0,0,0,0,0
di*****at,2024-05-08 12:50:00,207,1,506263,1,0,0,0,0,0,0,0,1
di*****ik,2024-06-21 16:53:00,163,1,758846,0,0,0,0,0,1,0,0,3
di*****nh,2024-10-12 13:44:00,50,3,300318,0,0,0,1,0,0,0,0,0
di*****ni,2024-06-25 18:58:00,159,5,1035174,0,0,0,0,1,1,0,0,3
di****an,2024-05-14 15:31:00,201,1,162066,0,0,1,0,0,0,0,0,2
di****ba,2024-09-10 07:00:00,83,2,2375980,0,0,0,0,1,0,0,0,2
di****ha,2024-05-08 09:27:00,207,1,567731,0,0,0,1,0,0,0,0,0
di**oe,2024-11-22 12:00:00,9,1,104000,1,0,0,0,0,0,0,0,1
dj******im,2024-11-23 00:11:00,9,1,1010056,0,0,1,0,0,0,0,0,2
dj*****di,2024-04-19 13:28:00,226,2,580137,0,0,0,1,0,0,0,0,0
dk******70,2024-02-02 15:47:00,303,1,253511,1,0,0,0,0,0,0,0,1
dk***to,2024-08-29 16:23:00,94,4,1799178,1,0,0,0,1,1,0,0,3
do********al,2023-10-11 10:30:00,417,1,366385,0,0,0,0,0,1,0,0,3
do********os,2024-09-03 07:00:00,90,1,100165,0,0,0,1,0,0,0,0,0
do******29,2024-02-16 17:51:00,289,1,172170,1,0,0,0,0,0,0,0,1
do******id,2024-05-28 19:38:00,187,2,201361,0,0,0,1,0,0,0,0,0
do******ru,2024-05-22 09:47:00,193,3,604771,0,0,0,1,0,0,0,0,0
do****2q,2024-07-12 11:45:00,142,1,100397,0,0,0,1,0,0,0,0,0
do****n1,2024-05-11 10:07:00,204,1,101080,0,0,0,1,0,0,0,0,0
dr***********31,2024-10-19 13:48:00,43,1,100089,0,0,0,0,0,0,1,0,2
dr******25,2023-11-24 14:41:00,373,1,580673,0,0,0,0,0,1,0,0,3
dr******an,2024-07-12 14:06:00,142,2,527500,0,0,0,1,0,0,0,0,0
dr*****dy,2024-06-27 21:43:00,157,1,100604,0,0,0,0,1,0,0,0,2
ds******dd,2024-07-16 14:42:00,138,1,197210,0,0,0,1,0,0,0,0,0
ds****16,2024-04-03 13:57:00,242,1,100930,0,0,0,1,0,0,0,0,0
dt*****90,2024-08-12 11:23:00,111,2,1293406,0,0,0,0,0,1,1,0,3
du***eo,2024-08-28 14:42:00,95,1,303300,0,0,0,0,1,0,0,0,2
dv***or,2024-04-16 15:44:00,229,1,313534,0,0,0,0,0,1,0,0,3
dw**********nt,2024-11-05 10:59:00,26,3,213374,0,0,0,0,0,0,1,1,2
dw******99,2024-01-20 08:12:00,316,1,151853,1,0,0,0,0,0,0,0,1
dy******62,2023-10-10 11:28:00,418,1,211356,1,0,0,0,0,0,0,0,1
dy******di,2024-10-24 01:22:00,39,1,100089,0,0,0,1,0,0,0,0,0
dy*****01,2024-07-02 17:28:00,152,1,132384,0,0,0,1,0,0,0,0,0
ea******74,2024-07-29 13:26:00,125,2,2426432,0,0,0,1,0,0,0,0,0
ea****nt,2024-08-25 11:11:00,98,1,171870,1,0,0,0,0,0,0,0,1
ec*******on,2024-11-29 17:47:00,2,2,200236,0,0,0,1,0,0,0,0,0
ed*********88,2024-07-31 09:37:00,123,4,809596,0,0,0,0,0,0,0,1,2
ed********di,2024-04-24 09:50:00,221,1,303838,0,0,0,1,0,0,0,0,0
ed********to,2024-05-27 09:09:00,188,2,304278,1,0,0,0,0,0,0,0,1
ed*******to,2023-11-16 17:21:00,381,1,136164,0,0,0,0,0,1,0,0,3
ed******as,2024-08-05 13:31:00,118,1,1516500,0,0,0,0,0,0,0,1,2
ed****34,2024-10-07 13:05:00,55,1,100089,0,0,0,1,0,0,0,0,0
ed****ko,2024-02-06 17:00:00,299,1,607521,0,0,0,0,0,0,0,1,2
ed****nd,2024-03-22 16:37:00,254,1,253126,1,0,0,0,0,0,0,0,1
ed**n7,2024-04-22 08:47:00,223,1,1583336,0,0,0,1,0,0,0,0,0
ef**********un,2024-04-08 10:27:00,237,1,568092,0,0,0,1,0,0,0,0,0
ef******09,2024-05-06 10:46:00,209,3,1791009,1,0,0,0,0,1,0,0,3
ei****un,2024-10-27 00:39:00,36,5,504699,0,0,0,1,0,0,0,0,0
ek*******23,2024-08-27 19:36:00,96,1,160749,0,0,0,1,0,0,0,0,0
ek*******eo,2024-06-21 09:28:00,163,1,202334,0,0,0,1,0,0,0,0,0
ek****ie,2024-06-27 09:40:00,157,1,1011129,0,0,1,0,0,0,0,0,2
el************si,2024-01-11 15:03:00,325,1,354246,1,0,0,0,0,0,0,0,1
el**********ri,2024-10-03 20:21:00,59,1,101100,0,0,0,1,0,0,0,0,0
el*********17,2024-10-31 12:49:00,31,1,100118,0,0,0,0,1,0,0,0,2
el********au,2024-10-20 07:47:00,42,1,100173,0,0,0,0,1,0,0,0,2
el********en,2023-10-02 12:49:00,426,1,106397,1,0,0,0,0,0,0,0,1
el*******ha,2024-08-23 10:11:00,100,2,1134385,0,0,0,1,0,0,0,0,0
el******43,2023-10-14 18:08:00,414,1,527487,1,0,0,0,0,0,0,0,1
el******60,2023-11-21 16:54:00,376,1,523136,0,0,0,0,0,1,0,0,3
el******61,2023-10-17 15:53:00,411,1,101834,0,0,0,0,1,0,0,0,2
el*****59,2024-06-21 12:38:00,163,1,100817,0,0,0,0,0,0,0,1,2
el****dd,2024-10-15 22:57:00,47,1,100089,0,0,0,1,0,0,0,0,0
el****vs,2024-11-04 16:13:00,27,1,1870363,0,0,0,1,0,0,0,0,0
em*********an,2024-05-15 23:41:00,200,1,100626,1,0,0,0,0,0,0,0,1
em*****ti,2024-11-30 11:13:00,1,2,621765,1,0,0,0,0,0,0,0,1
em****ha,2024-06-09 17:30:00,175,1,100287,0,0,0,1,0,0,0,0,0
en******00,2024-01-16 08:52:00,320,1,2638638,0,0,0,0,1,0,0,0,2
en******45,2024-02-01 11:25:00,304,1,180030,1,0,0,0,0,0,0,0,1
en****46,2024-04-26 16:29:00,219,1,100419,0,0,0,1,0,0,0,0,0
en****93,2024-10-07 17:41:00,55,1,151708,1,0,0,0,0,0,0,0,1
en****nn,2024-09-04 07:00:00,89,1,100141,0,0,0,1,0,0,0,0,0
ep******62,2023-11-21 12:41:00,376,1,51359,1,0,0,0,0,0,0,0,1
ep******87,2024-02-15 10:39:00,290,1,100654,0,0,0,1,0,0,0,0,0
er**********an,2024-10-14 11:00:00,48,1,1932539,1,0,0,0,0,0,0,0,1
er**********to,2024-08-13 15:59:00,110,1,131430,0,0,0,1,0,0,0,0,0
er*********24,2024-07-04 10:15:00,150,1,1055944,1,0,0,0,0,0,0,0,1
er********id,2024-06-03 10:16:00,181,1,202682,1,0,0,0,0,0,0,0,1
er*******rt,2024-08-30 15:17:00,93,1,100089,0,0,0,1,0,0,0,0,0
er******58,2024-01-25 09:15:00,311,1,179578,1,0,0,0,0,0,0,0,1
er******64,2023-11-10 13:48:00,387,1,151990,1,0,0,0,0,0,0,0,1
er*****yu,2024-03-11 12:11:00,265,3,1568083,1,0,0,0,0,0,1,0,1
er****34,2024-10-18 10:28:00,44,1,100089,1,0,0,0,0,0,0,0,1
er****aa,2024-10-08 16:53:00,54,1,101146,1,0,0,0,0,0,0,0,1
er*on,2024-04-22 22:28:00,223,1,505624,1,0,0,0,0,0,0,0,1
ev********43,2024-07-01 16:33:00,153,5,503437,0,0,0,1,0,0,0,0,0
ev******96,2024-02-27 08:59:00,278,1,202393,1,0,0,0,0,0,0,0,1
ev*****od,2024-08-18 22:25:00,105,1,100089,0,0,0,1,0,0,0,0,0
ev****ng,2024-05-15 08:14:00,200,1,100728,0,0,0,1,0,0,0,0,0
ev***nf,2024-09-30 21:53:00,62,1,1516500,1,0,0,0,0,0,0,0,1
ez*******ka,2024-02-12 15:37:00,293,1,597305,0,0,0,1,0,0,0,0,0
ez*****ro,2024-07-31 19:29:00,123,3,1210235,0,0,0,1,0,0,0,0,0
ez****30,2024-07-16 13:32:00,138,1,404400,0,0,0,0,0,1,0,0,3
fa****************i4,2024-10-26 15:40:00,36,1,121320,0,0,0,0,0,0,1,0,2
fa**********mi,2024-03-25 13:03:00,251,1,101046,1,0,0,0,0,0,0,0,1
fa**********na,2024-08-18 07:44:00,105,4,401724,0,0,0,1,0,0,0,0,0
fa*********al,2024-03-09 09:16:00,267,2,267706,1,0,0,0,0,0,0,1,1
fa*********ha,2024-10-29 22:18:00,33,1,252762,1,0,0,0,0,0,0,0,1
fa********ff,2024-11-11 17:05:00,20,1,404462,0,0,0,1,0,0,0,0,0
fa********id,2023-10-10 10:27:00,418,1,261186,0,0,0,0,0,1,0,0,3
fa********u2,2024-07-13 17:48:00,141,1,11628,0,0,1,0,0,0,0,0,2
fa*******an,2024-10-19 14:10:00,43,3,1551989,1,0,0,0,0,0,0,0,1
fa*******ar,2024-04-05 12:34:00,240,1,202919,0,0,0,1,0,0,0,0,0
fa*******as,2024-11-26 16:12:00,5,4,1617691,1,0,0,0,0,0,0,0,1
fa*******yn,2024-02-04 12:52:00,301,1,304160,1,0,0,0,0,0,0,0,1
fa******02,2024-08-27 14:33:00,96,1,100089,0,0,0,1,0,0,0,0,0
fa******09,2023-10-09 17:18:00,419,1,366274,0,0,0,0,0,1,0,0,3
fa******60,2023-12-05 16:15:00,362,3,331016,0,0,0,0,0,1,0,0,3
fa******85,2023-10-24 08:42:00,404,1,264361,1,0,0,0,0,0,0,0,1
fa******92,2023-11-28 10:30:00,369,1,528234,1,0,0,0,0,0,0,0,1
fa******ee,2024-11-05 17:32:00,26,1,353850,1,0,0,0,0,0,0,0,1
fa******hd,2024-06-22 23:40:00,162,1,809608,1,0,0,0,0,0,0,0,1
fa******iz,2024-09-24 14:30:00,68,1,252750,0,0,0,0,0,0,0,1,2
fa******ly,2024-04-16 10:29:00,229,1,100344,0,0,0,1,0,0,0,0,0
fa*****21,2024-05-05 11:34:00,210,1,101003,0,0,0,1,0,0,0,0,0
fa*****26,2024-11-29 17:47:00,2,3,1213200,1,0,0,0,0,0,0,0,1
fa*****al,2024-02-23 10:25:00,282,1,100598,0,0,0,1,0,0,0,0,0
fa****11,2024-07-24 09:32:00,130,2,1011949,1,0,0,0,0,0,0,0,1
fa****ch,2024-01-06 11:20:00,330,1,522891,0,0,0,0,0,1,0,0,3
fa****mt,2024-11-15 14:24:00,16,2,242659,0,0,0,0,0,0,0,1,2
fa****rm,2024-10-25 14:45:00,37,2,1011110,0,0,1,0,0,0,0,0,2
fe****************ya,2024-10-24 10:49:00,38,3,404400,1,0,0,0,0,0,0,0,1
fe********h1,2024-01-27 12:06:00,309,1,2528109,0,0,0,0,0,1,0,0,3
fe********mi,2024-11-13 09:09:00,18,1,303300,0,0,0,1,0,0,0,0,0
fe******45,2024-01-24 11:37:00,312,1,303652,1,0,0,0,0,0,0,0,1
fe******93,2024-09-10 13:56:00,82,2,202200,0,0,0,1,0,0,0,0,0
fe******dy,2024-09-07 09:23:00,85,1,100089,0,0,0,1,0,0,0,0,0
fe******t6,2024-07-23 10:59:00,131,1,357720,0,0,0,1,0,0,0,0,0
fe****fh,2023-12-14 16:46:00,353,1,2083895,0,0,0,0,0,1,0,0,3
fe****he,2024-03-08 13:35:00,268,1,151894,1,0,0,0,0,0,0,0,1
fe****ly,2024-08-15 13:13:00,108,1,141540,0,0,0,1,0,0,0,0,0
fe****wi,2024-10-08 11:15:00,54,1,1162650,1,0,0,0,0,0,0,0,1
fe**wa,2024-10-23 15:23:00,39,2,2224200,0,0,0,1,0,1,0,0,3
fg******61,2024-01-28 10:55:00,308,1,101820,0,0,0,1,0,0,0,0,0
fh******08,2024-01-30 16:21:00,306,2,1707709,1,0,0,0,0,1,0,0,3
fi*********14,2023-11-24 19:56:00,373,1,253014,0,0,0,0,0,0,1,0,2
fi********td,2024-10-14 15:54:00,48,1,99045,0,0,0,0,0,0,1,0,2
fi*******09,2024-10-09 03:06:00,54,1,101103,0,0,0,1,0,0,0,0,0
fi*******6D,2024-10-18 10:09:00,44,1,100089,0,0,0,1,0,0,0,0,0
fi******24,2024-11-12 17:57:00,19,1,100132,0,0,0,0,0,0,0,1,2
fi******38,2023-11-08 11:43:00,389,1,528365,1,0,0,0,0,0,0,0,1
fi******61,2024-02-03 20:41:00,302,1,36189,0,0,0,1,0,0,0,0,0
fi******81,2023-12-21 20:45:00,346,1,101892,1,0,0,0,0,0,0,0,1
fi******82,2023-11-30 18:12:00,367,2,1573618,1,0,0,0,0,1,0,0,3
fi******za,2024-11-16 09:41:00,15,2,503513,0,0,0,1,0,0,0,0,0
fi*****za,2024-04-22 13:31:00,223,1,686076,0,0,0,0,1,0,0,0,2
fi****87,2024-10-01 11:02:00,61,2,404413,1,0,0,0,0,0,0,0,1
fl**********im,2024-03-16 09:39:00,260,1,2022980,0,0,0,0,0,1,0,0,3
fl******le,2023-11-05 08:05:00,392,1,179575,1,0,0,0,0,0,0,0,1
fl****do,2024-05-16 09:30:00,199,1,1820151,0,0,0,0,0,1,0,0,3
fo********es,2024-09-10 13:35:00,82,2,455885,1,0,0,1,0,0,0,0,0
fo******79,2024-08-15 07:00:00,109,1,504570,0,0,0,1,0,0,0,0,0
fo*****iu,2024-07-10 15:21:00,144,1,405136,0,0,0,1,0,0,0,0,0
fr*********no,2024-04-26 13:08:00,219,2,351675,0,0,0,1,0,0,0,0,0
fr********88,2024-07-11 07:58:00,143,2,389930,0,0,0,1,0,0,0,0,0
